CPGfrac	RPKM	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me3	H3K9me3	Input
6164	0	855	51	5	5	39	106	3	13
6165	0	764	41	3	23	57	92	3	16
619190	10	0	7	5	24	9	7	5	12
619207	9	1	13	11	11	11	5	7	21
619344	8	0	30	7	12	65	4	8	19
619351	0	0	31	5	10	56	9	7	7
619373	8	1	16	26	10	15	7	22	17
619383	10	19	20	4	23	18	4	7	23
619499	9	22	10	4	37	18	7	5	13
619553	0	0	49	3	4	25	99	2	16
619554	10	0	14	6	28	28	8	6	16
619555	8	0	14	16	10	9	5	14	18
619556	8	0	12	24	11	10	7	15	24
619564	0	2	11	5	30	45	2	3	9
619569	8	8	14	7	29	25	7	5	9
622	8	4	20	20	9	4	6	12	7
623	6	0	16	21	12	10	9	12	10
6233	0	616	62	2	13	20	109	4	18
624	0	0	19	27	11	16	7	19	17
6248	10	16	13	4	23	9	5	6	9
6258	0	0	15	28	11	20	6	16	21
6274	10	0	26	12	9	18	2	6	22
6275	0	86	48	6	16	62	21	7	23
6276	9	0	36	8	17	62	7	4	18
6278	4	0	13	31	10	6	8	11	20
6279	4	0	11	24	14	10	7	11	13
6280	5	0	17	27	14	13	6	11	16
6283	7	0	13	31	13	7	9	12	17
6285	8	0	22	21	10	45	6	10	21
6286	10	0	15	20	13	8	7	8	19
6288	6	0	20	8	7	44	8	7	18
6290	5.5	0	13	25	8	21	5	10	17
6291	7	0	11	22	8	6	3	8	5
6295	10	0	14	12	9	9	7	9	13
6296	0.5	5	18	6	5	48	31	7	4
6302	0	10	72	3	11	67	63	4	19
63036	8	0	18	26	12	18	5	11	20
6304	3.5	10	11	23	9	20	3	11	10
6327	7	0	12	27	12	11	6	10	24
6328	0	0	7	26	13	6	7	9	3
6332	5	0	15	14	13	10	8	11	19
6336	7	0	9	13	7	8	6	10	6
6337	5	0	13	31	14	19	8	7	19
6339	10	1	13	14	11	8	5	7	23
634	6	8	43	9	20	73	39	3	21
6346	6	0	10	25	11	26	7	10	18
6347	2	0	16	32	12	19	7	13	11
6348	0	1	27	8	18	64	10	6	24
6351	0	2	20	8	7	62	8	4	9
6352	9	1	28	6	8	38	36	6	18
6354	6	0	12	29	13	7	8	12	6
6355	8	0	10	16	12	9	6	10	5
6356	5.5	0	13	22	9	7	7	16	16
6357	6	0	16	25	12	7	8	12	10
6358	8	0	15	15	13	9	4	9	11
6359	6.5	0	13	27	14	28	6	9	21
6360	8	0	16	20	12	12	6	10	24
6361	9	0	14	19	9	9	8	8	21
6362	9	0	14	14	13	10	5	12	6
6363	9	0	12	20	14	11	8	8	17
6364	8	0	10	14	9	6	5	14	14
6366	9	0	15	22	10	14	7	10	16
6367	0	0	18	27	7	49	4	6	14
6368	6.5	0	16	12	8	32	7	6	13
6369	8	0	16	27	12	24	7	9	19
6370	10	0	13	22	15	25	7	15	14
6373	9	0	9	16	12	6	5	3	6
6375	2	0	5	13	8	7	6	6	1
63914	10	1	15	11	14	8	6	9	19
63916	9	8	11	22	8	7	7	15	9
63923	8	0	11	25	16	8	10	7	15
63932	0	8	32	6	10	21	63	4	12
640	0	91	82	5	13	44	97	4	12
6401	9	0	9	27	9	9	5	12	13
6404	0	3	115	2	7	54	33	3	16
64078	7	0	14	29	17	10	8	13	17
64092	10	33	6	7	4	5	8	5	1
64096	8	0	13	34	9	12	11	10	18
64098	0	32	33	4	8	63	14	4	20
64100	7.5	0	14	23	12	6	5	16	18
64108	10	2	37	13	10	55	103	9	18
641311	10	4	12	7	19	20	6	9	7
641365	9	0	4	10	11	4	6	12	3
641372	10	0	13	10	12	11	7	7	15
641373	8	0	13	22	9	56	8	17	16
6414	8	0	13	18	12	7	6	10	7
641451	9.5	1	12	6	35	8	5	6	5
641515	8.5	0	14	24	9	9	8	10	13
641516	5	0	2	7	5	8	4	7	1
641648	0	32	25	4	9	58	17	5	6
641654	7	0	19	27	10	9	6	12	14
64167	0	27	30	8	6	49	38	6	11
641700	10	0	14	19	14	11	6	8	17
64172	0	3	31	3	6	11	90	2	9
64174	0	30	60	4	8	85	56	6	17
6418	0	124	51	2	8	49	104	7	21
64184	7	0	13	19	11	12	9	14	14
64220	7	0	12	26	11	7	5	22	20
64231	0	0	19	18	9	54	8	11	10
64232	10	0	7	15	6	10	7	11	17
642394	8	0	16	20	9	26	4	17	15
64240	9	0	15	31	12	10	6	13	20
64241	9	0	15	31	12	10	6	13	20
642426	10	0	5	7	7	3	6	8	3
642446	7	0	18	17	15	7	13	14	28
642559	9	3	23	6	18	44	21	5	21
642587	8	0	14	19	12	8	11	17	15
642623	8	0	3	4	5	5	1	7	5
64284	8	0	16	23	10	11	6	9	23
642843	8	1	14	23	14	9	7	10	17
642864	8	0	8	19	5	6	4	10	6
64288	6	0	34	6	15	44	50	12	14
642976	8	1	14	9	12	10	5	11	18
642987	2	0	21	8	9	33	20	5	14
643036	10	0	18	6	30	10	5	6	18
643160	7	0	14	29	11	10	5	17	17
643161	10	0	17	12	12	8	6	9	17
643210	8	2	129	4	33	68	3	4	20
643226	5.5	0	11	20	14	7	9	11	8
643236	7	0	18	23	13	8	6	10	19
643246	0	30	71	4	8	59	21	3	22
64332	0	21	54	4	4	43	70	3	13
643332	8	0	11	21	9	7	7	13	14
643394	8.5	0	10	12	12	7	4	8	4
643401	5	0	11	9	13	9	5	11	16
643414	9	0	7	14	9	24	3	2	5
643432	5	0	12	9	18	6	4	20	9
643441	7	0	13	24	12	6	8	17	6
643529	9	0	17	14	14	33	6	7	15
643623	6	0	9	24	10	6	4	10	4
643677	9	0	11	7	9	6	2	7	4
643711	4	0	9	9	14	6	5	18	3
643714	3.5	0	15	15	9	8	10	10	8
64375	10	2	14	10	17	6	7	7	19
643803	4	0	7	18	6	6	7	12	13
643812	8	0	7	14	9	5	4	15	5
643834	9	0	16	30	15	8	9	10	23
643847	7	0	2	7	4	2	1	1	5
643854	10	0	6	6	9	3	4	4	7
64388	1	0	20	22	10	25	11	20	15
6439	0	9	52	5	10	82	16	7	21
643904	6	0	18	31	9	10	5	10	17
64397	6	22	24	9	19	33	4	5	9
644068	10	2	15	6	25	26	7	5	14
64407	3	0	12	7	12	7	4	13	9
644076	6	0	12	27	12	8	6	10	17
6441	8	0	16	15	15	11	7	11	14
644100	9	0	5	22	8	8	7	5	15
644139	7	0	22	23	15	8	10	9	19
644145	2	0	26	37	18	21	9	13	11
644192	0	0	7	38	9	14	7	19	14
64421	8	17	14	15	6	10	8	8	11
644242	7.5	0	14	23	8	6	3	15	17
64433	9	0	15	23	11	12	5	9	16
644414	7	0	13	13	12	5	9	10	12
644444	10	0	11	13	15	10	9	8	19
6445	8	0	3	16	8	4	6	9	3
644511	10	0	14	5	37	21	7	13	16
644591	10	0	6	32	20	7	5	12	12
644669	3	0	12	5	10	6	2	9	8
644672	9	0	11	28	15	12	8	11	20
6447	8	0	23	26	11	36	16	8	14
644759	5.5	0	6	17	6	8	4	11	1
644838	5.5	0	11	22	13	6	11	14	10
644844	9	0	16	15	13	9	7	10	25
644861	8	0	8	10	7	10	4	10	8
644974	2	1	12	14	11	10	6	8	4
644997	0	1	46	5	10	55	30	6	13
6451	0	108	25	2	4	9	69	4	6
645104	9	0	12	36	8	11	5	7	14
645166	5	0	36	77	25	45	35	39	57
645339	9	0	13	24	13	6	7	9	10
645355	6.5	0	6	11	8	5	5	11	1
645432	10	5	13	9	21	12	8	6	17
645434	10	1	14	7	17	8	9	9	19
645455	8	4	4	6	7	4	2	6	2
645528	10	5	14	11	28	10	6	10	17
645591	4	0	12	21	7	7	6	12	4
645638	2	45	45	4	12	34	76	5	8
645682	10	1	20	6	26	36	20	5	18
645687	4.5	0	12	19	10	10	7	18	1
645745	8	0	13	14	15	7	10	14	20
645752	8.5	0	13	20	13	7	10	16	20
64577	7.5	0	9	16	9	8	4	7	8
64579	7	0	4	9	20	9	7	17	1
64581	4	0	16	24	9	25	3	16	13
645832	10	0	10	6	36	8	8	8	21
645840	8	0	14	31	10	8	9	13	13
645843	10	0	8	7	33	19	5	7	1
645884	8.5	0	15	10	13	6	10	15	17
6459	10	0	11	6	34	10	7	6	18
645922	5	0	16	27	11	8	7	16	20
64593	5	0	4	12	2	2	2	6	3
645949	2.5	0	1	6	5	12	5	8	1
645958	10	4	14	6	40	9	5	6	17
645961	9	0	11	10	11	4	7	8	14
646019	10	0	19	8	12	21	9	6	20
646096	8	0	37	34	36	28	18	43	49
646168	8	0	10	12	9	6	3	4	13
646214	6	0	28	29	22	11	20	28	6
646243	9	0	4	10	11	4	7	13	8
646268	10	0	14	18	12	10	6	7	13
646282	5	0	11	20	11	37	7	8	20
646300	8	0	8	17	11	6	10	11	1
646324	6	0	11	19	14	8	8	11	6
646329	0	1	22	3	9	46	42	7	8
646405	2.5	0	6	8	6	12	3	3	6
646424	9	0	8	18	6	6	3	4	5
646471	10	2	13	6	26	17	6	8	17
646480	5	0	8	12	8	5	5	9	12
646486	0.5	0	16	13	8	4	4	10	9
646498	8	0	16	23	12	6	4	13	13
646508	10	0	9	19	15	6	9	21	15
646600	9	0	11	19	10	5	5	16	15
646603	6.5	0	10	16	10	6	7	9	19
646625	10	0	14	16	16	9	6	10	16
646754	7	0	13	15	8	5	8	12	16
646813	5.5	0	6	3	5	2	4	5	1
646892	9	0	16	22	15	6	6	6	19
64693	8	0	10	10	10	6	6	15	16
646962	7	0	13	23	10	11	7	8	15
646982	9	0	34	12	10	51	10	7	19
64699	9	0	17	27	13	11	8	15	15
647012	4	0	9	7	9	4	10	9	18
647033	10	1	19	7	22	26	4	6	9
647107	6	0	9	6	9	10	9	13	6
647166	8	0	11	23	13	7	7	11	9
647174	10	0	17	13	12	12	7	10	22
647190	0	1	44	4	15	76	8	6	6
647286	8	0	5	20	9	12	4	10	6
647288	10	0	19	12	16	7	6	16	14
64735	8	0	15	22	10	5	6	10	15
64763	1.5	5	15	35	11	22	6	7	19
6477	10	21	19	6	16	19	6	7	17
64780	0.5	56	33	5	31	71	7	4	11
647946	8	0	9	14	13	9	8	9	16
64805	0	0	10	16	11	3	6	10	11
64806	7	0	16	21	13	13	9	8	19
64816	6.5	0	11	17	9	6	9	7	5
64849	10	0	13	9	29	23	8	4	17
64855	10	0	18	23	10	13	7	9	25
648740	10	1	11	5	33	7	6	7	15
64881	7.5	0	9	9	8	5	3	6	5
64902	7	0	12	21	10	6	10	14	9
649133	8	0	14	23	11	6	7	15	11
64922	10	0	15	11	17	6	5	4	21
649330	7	0	13	17	13	7	9	16	3
649352	9	0	14	17	14	10	10	14	30
649395	9	0	11	16	13	9	7	17	22
649446	0	8	64	3	8	44	49	3	11
64978	10	15	19	10	18	10	7	8	19
649946	10	10	12	8	34	15	6	7	16
65003	0	11	54	6	19	49	104	7	15
650293	9	0	12	17	12	8	8	13	9
6503	7	11	19	25	11	11	6	7	17
650368	9	0	11	7	10	24	9	6	5
65061	10	0	11	16	14	8	6	6	16
6507	0	0	15	28	11	42	17	7	7
65072	2	7	44	4	20	59	4	4	19
65083	0	12	50	6	14	53	127	4	19
65121	7	0	12	16	10	9	8	15	10
651302	5	1	21	6	15	25	22	11	14
6515	1	23	43	14	9	28	53	7	20
6518	8	0	12	27	15	8	7	18	15
6519	10	1	13	19	12	9	8	13	17
6524	7	8	16	21	10	6	6	6	19
6527	9	0	11	16	14	8	9	14	16
652968	10	5	25	5	31	26	7	6	19
652972	9	0	14	24	13	9	6	10	18
652995	9	0	13	23	12	17	10	13	22
653162	9	16	9	13	10	7	5	7	15
653166	8	0	3	14	6	4	3	10	5
653192	10	0	10	20	10	6	5	17	14
653240	8	0	11	35	14	15	6	14	20
653247	10	0	6	17	9	8	4	7	4
653423	7	0	4	17	2	2	4	6	3
653464	10	5	9	6	10	10	5	4	6
653509	5	0	14	23	9	9	5	10	18
653712	10	1	15	14	11	8	7	7	18
653786	9	0	26	21	15	8	7	17	11
653808	10	0	11	17	15	11	9	8	16
6540	9	0	16	27	10	6	6	11	13
654231	9	0	12	15	12	9	6	10	16
654320	6	20	22	6	20	23	2	7	1
654321	8	26	9	7	33	11	5	6	11
654342	5	0	31	28	21	48	62	26	45
654346	0	1	31	5	6	72	6	5	15
654412	6.5	0	12	29	10	8	8	7	12
654434	8.5	3	17	24	11	38	7	7	18
654463	8	0	8	29	11	7	6	10	13
654502	6	0	9	10	10	6	6	13	1
6546	6.5	0	1	13	6	3	5	11	1
6554	10	0	17	23	15	8	8	10	16
6555	8	0	15	18	16	21	3	8	12
6556	9	0	18	26	12	24	5	6	20
6557	2	0	12	23	17	14	9	20	18
6559	10	1	18	8	10	9	6	5	21
6561	4	0	7	12	13	8	8	11	1
6563	5	2	14	12	21	10	8	8	12
6565	10	3	15	7	24	6	5	7	14
6568	6.5	0	5	24	9	10	7	12	4
6569	7	0	11	29	10	14	4	6	16
6570	8	0	10	20	13	8	6	12	6
6579	8	0	12	20	10	7	12	16	15
6580	10	0	13	10	20	8	6	10	14
6588	7	0	11	13	4	6	8	7	13
6590	7	0	10	31	9	9	9	13	14
6591	0	0	14	29	14	22	8	26	15
65983	2.5	1	10	32	12	7	8	8	4
65987	8	0	15	38	11	9	7	9	19
65999	10	6	14	14	16	13	4	9	12
66005	10	5	15	16	11	8	8	8	20
662	4	10	55	5	12	36	147	5	15
6638	7	35	16	27	13	8	4	19	17
664612	8	0	18	16	11	8	6	18	24
664615	8	0	11	8	9	8	8	14	12
664616	8	0	18	14	11	8	8	18	24
664617	8.5	0	5	14	5	5	3	6	5
664618	10	0	13	9	22	14	5	11	12
664701	0	1	56	3	7	28	140	5	17
6649	8	0	12	18	13	9	10	12	21
6672	0	67	70	3	11	75	68	6	20
6677	5	0	9	13	9	6	11	8	5
6678	5.5	0	19	31	11	24	7	8	15
669	0	6	45	7	5	48	77	9	16
6690	4	0	7	12	9	5	3	9	1
6693	0	9	59	6	9	59	55	5	19
6694	7	0	9	19	5	6	6	8	5
6696	1	0	14	20	7	15	7	8	6
6698	5	0	11	18	11	5	5	12	12
6699	4	0	15	17	8	9	10	14	16
6700	5	0	11	22	11	6	5	14	14
6701	5.5	0	9	14	12	8	7	14	11
6702	5	0	11	22	11	6	5	14	14
6703	2	0	12	22	14	7	6	16	14
6704	7	0	8	14	8	7	7	11	13
6705	7	0	17	17	14	9	6	12	15
6706	3.5	0	8	23	13	7	5	12	12
6707	6	0	14	24	15	7	7	12	11
6708	3	0	1	15	5	2	5	2	1
671	0	0	19	46	8	26	6	15	18
6712	10	7	22	9	17	16	5	6	18
6717	9	11	6	21	14	4	4	25	21
6733	10	17	11	13	9	7	3	14	18
6736	3	0	5	20	5	7	3	23	6
6737	0	13	62	9	17	35	107	3	20
6753	10	1	13	7	21	29	5	6	16
6758	10	0	7	10	7	2	5	6	9
6770	6	0	31	24	9	54	5	8	21
6775	7	0	9	17	13	9	12	11	4
677679	10	1	10	4	21	7	5	4	7
677681	10	1	10	5	22	10	7	5	14
677763	10	2	12	6	36	10	6	8	17
677767	10	10	14	5	29	8	3	5	19
677770	10	1	10	7	44	7	8	10	22
677771	10	3	10	7	43	10	4	8	15
677772	10	1	13	7	55	11	8	8	12
677773	10	0	7	3	7	2	3	2	8
677774	9.5	1	15	7	36	22	5	2	10
677775	10	1	14	5	43	9	5	8	12
677776	10	1	9	8	40	3	7	7	18
677777	10	11	13	7	36	22	4	6	19
677778	10	1	5	4	21	12	8	7	16
677779	8	0	14	9	10	5	7	12	13
677780	10	0	12	8	63	11	6	10	20
677784	7	0	23	40	13	11	7	12	28
677793	10	2	14	10	37	9	7	11	17
677794	10	5	15	6	47	8	6	7	15
677797	9	2	29	6	27	49	25	7	15
677800	9	2	13	6	41	10	3	5	10
677801	10	0	15	9	16	12	4	5	9
677803	8	1	17	7	30	23	7	4	11
677805	6	9	22	6	29	23	4	7	1
677806	10	6	12	6	35	7	4	6	16
677807	10	3	11	6	33	18	5	5	13
677808	10	1	7	7	36	7	6	7	15
677811	10	5	12	3	44	29	3	3	14
677812	10	11	11	5	42	14	6	7	11
677813	10	1	13	6	45	11	5	7	17
677814	9.5	16	11	7	45	22	6	6	14
677815	10	5	10	4	24	8	7	7	17
677818	10	0	15	8	40	5	5	6	11
677819	0	1	24	4	19	49	25	5	17
677822	5.5	15	22	6	31	23	7	7	7
677823	10	1	11	5	38	10	6	8	12
677824	0	6	41	3	46	46	103	6	21
677826	0	33	20	7	35	43	17	5	13
677827	10	0	9	6	36	5	2	5	4
677828	10	0	13	12	18	15	5	6	19
677830	9	6	10	6	39	9	4	7	18
677831	3	10	37	6	47	49	21	7	15
677832	10	6	15	11	45	13	5	8	17
677833	10	1	13	10	45	10	6	7	21
677834	10	5	9	7	37	9	7	7	16
677836	10	0	12	5	23	7	4	8	12
677838	0	13	30	5	32	55	86	5	12
677839	9	4	15	7	50	14	6	8	20
677841	10	1	19	8	39	17	7	9	15
677843	10	1	13	10	29	10	4	6	23
677845	10	0	14	4	36	8	3	7	5
677846	10	0	10	7	26	7	9	8	16
677848	9	1	11	6	33	24	7	7	14
677849	9	1	12	7	33	26	7	7	14
677882	10	3	15	8	36	8	5	7	24
677885	9	1	11	21	12	6	7	25	12
6779	6	0	5	5	6	6	5	10	4
6781	0	0	18	28	15	15	7	17	15
680	9	0	5	11	4	4	2	8	12
6818	10	11	8	4	15	12	3	2	5
6821	0	1	26	18	13	47	25	8	18
6822	9	0	16	16	8	10	10	15	17
6846	8	0	9	23	11	7	10	7	1
6860	0	0	19	21	10	17	5	13	15
6865	8	1	16	28	9	10	9	10	21
6866	10	0	15	20	11	8	5	8	16
6867	4	26	11	30	11	9	8	12	19
6878	0	22	52	9	7	49	81	5	19
688	10	1	10	24	5	7	3	7	17
6887	9	0	35	9	10	58	7	10	17
6898	9	0	13	19	11	8	3	8	2
690	8	0	8	15	10	9	8	11	1
6905	0	6	50	8	13	47	160	5	20
692053	10	2	11	5	51	6	9	5	19
692057	0	13	33	4	27	43	36	19	10
692058	10	22	11	6	36	11	6	7	21
692072	6	26	22	6	21	23	3	7	1
692076	10	0	12	8	23	12	5	8	13
692085	0	5	46	3	30	41	66	4	14
692086	0	2	38	5	15	65	6	4	16
692089	10	11	15	7	39	13	7	8	18
692090	8	24	28	3	36	38	66	7	8
692094	10	14	24	8	41	38	7	6	16
692106	0	4	24	7	23	49	21	4	10
692107	10	1	12	8	46	8	8	8	14
692108	10	0	14	8	27	7	6	8	9
692109	10	6	14	6	40	10	4	5	16
692110	8	5	16	9	42	17	4	3	18
692111	10	2	8	7	39	8	4	6	12
692148	10	1	12	5	31	9	5	8	10
692149	10	0	14	6	27	8	6	9	19
692157	10	3	17	7	35	8	6	7	21
692197	0	5	43	3	27	38	60	5	17
692198	0	12	17	3	27	38	8	3	8
692200	10	0	15	7	33	17	6	7	11
692204	3	1	25	11	37	54	21	9	19
692205	10	5	16	6	38	17	6	6	13
692206	10	0	16	5	40	8	8	7	13
692207	10	1	8	8	38	13	6	8	14
692208	10	1	9	8	38	13	6	8	19
692209	10	0	15	5	36	5	10	11	19
692210	0	1	27	8	27	43	21	6	15
692211	10	8	7	7	37	6	4	3	11
692212	0	6	25	5	32	48	7	5	8
692214	10	0	16	5	44	13	5	10	18
692223	9	6	7	5	36	15	4	2	8
692224	10	4	6	4	22	5	6	7	7
692225	9	9	12	5	40	6	3	3	5
692226	10	0	7	2	5	6	1	6	4
692234	7	4	14	8	26	25	3	6	13
6925	10	71	11	19	11	13	5	6	9
693121	8	0	9	19	11	7	8	12	13
693122	10	1	7	4	11	6	2	7	4
693123	6	0	9	22	8	13	7	9	14
693126	7.5	0	6	9	9	4	6	14	2
693127	8	0	19	19	10	2	5	10	9
693128	8	0	10	18	16	4	6	14	15
693129	0	0	65	6	12	48	13	5	14
693132	5	0	11	29	9	8	7	14	16
693133	0	0	8	3	10	51	4	4	1
693135	8	0	17	27	14	6	9	24	21
693136	6	0	1	11	5	8	4	11	1
693138	10	3	10	8	32	8	4	5	10
693139	10	0	13	13	12	13	4	12	18
693140	10	23	16	5	41	8	8	9	21
693141	7.5	0	7	19	13	5	6	11	12
693142	9	0	12	10	16	6	7	9	7
693143	9	0	2	2	4	6	2	3	1
693144	10	0	15	26	12	8	6	14	19
693152	1	0	14	26	8	26	4	8	12
693153	9	15	14	6	10	21	5	7	9
693155	9	9	18	12	34	17	10	13	13
693158	10	7	17	8	19	7	7	7	14
693160	8	0	11	22	10	11	7	11	11
693162	6.5	0	1	1	1	8	1	2	1
693163	9	0	14	20	12	11	6	11	18
693165	9	0	16	7	12	15	7	4	7
693166	10	0	11	5	17	10	5	6	10
693168	7	0	10	14	5	2	5	7	2
693170	5	0	21	21	13	9	8	11	15
693175	10	21	10	5	41	8	4	9	13
693177	8	0	15	12	10	7	4	13	16
693180	9	0	17	27	13	26	9	17	19
693182	10	0	9	7	32	5	4	7	15
693183	9	0	15	9	20	10	6	12	13
693184	9	0	15	5	26	7	8	7	8
693186	10	0	12	7	29	6	8	7	20
693188	8	0	12	13	9	7	6	13	16
693189	8	0	10	15	10	9	10	11	17
693190	3	0	11	14	8	6	5	7	6
693193	10	0	13	7	16	6	6	8	13
693194	10	0	13	29	10	14	7	14	14
693195	10	0	13	2	18	4	5	7	18
693198	10	0	11	13	11	6	7	7	15
693199	8	0	11	29	8	20	5	8	19
693205	9	0	9	4	8	20	3	4	7
693206	10	2	16	8	19	35	8	8	14
693207	7.5	0	16	9	8	6	8	15	16
693208	0	2	73	5	8	82	14	3	14
693209	9	0	23	6	19	42	6	4	18
693211	7.5	0	20	7	16	38	6	10	9
693212	9	0	11	5	37	6	9	9	6
693213	9	3	12	7	23	13	6	6	9
693214	10	0	14	7	37	22	7	6	27
693216	10	3	16	7	18	13	6	8	18
693219	8	0	9	18	13	6	9	14	23
693220	10	2	22	7	24	13	9	9	26
693226	5.5	2	72	7	25	62	11	5	22
693227	8	0	9	21	13	27	4	11	16
693228	10	1	13	8	36	21	5	7	16
693229	10	4	12	6	30	7	6	5	12
693230	10	4	18	6	38	26	5	6	18
693233	2	1	33	4	13	71	8	8	20
6942	10	19	20	8	44	18	8	8	16
6944	0	9	51	20	9	50	100	9	30
6948	0	0	15	15	8	45	52	5	15
6975	8	0	10	14	7	3	5	9	1
6997	9	0	11	21	8	8	6	8	13
6999	5.5	0	20	13	6	8	6	13	15
7010	6	0	11	17	12	10	6	10	10
7018	6	0	16	22	16	10	10	18	14
7026	0	0	13	38	13	14	9	19	14
7031	5	0	16	26	14	12	8	12	18
7033	8	0	13	30	12	6	6	10	20
7035	0	0	1	8	4	5	3	8	4
7036	4	1	15	23	8	37	8	5	20
7038	10	0	13	27	14	10	5	7	17
7047	10	0	12	17	14	7	6	10	11
7049	10	8	14	19	12	4	8	12	15
7050	7	39	37	7	10	34	31	9	24
7053	9	0	13	15	9	21	8	6	17
7058	0	0	16	33	12	37	9	14	18
7066	9	0	13	31	14	11	6	10	18
7069	10	0	18	8	19	16	6	9	17
7075	10	0	13	14	12	9	6	9	18
7096	0	12	25	3	15	35	11	17	4
7098	2	0	10	21	5	26	7	10	4
7099	0	0	24	10	4	32	26	2	15
710	1	0	10	28	16	25	8	10	18
7104	3	0	7	18	11	11	7	9	16
711	5	0	13	15	10	7	7	13	11
7113	8	0	14	23	11	6	8	11	15
7123	6	0	15	25	10	9	7	8	17
7126	10	4	16	7	37	13	8	7	15
713	9	0	13	23	15	7	10	10	19
7132	2	1	41	20	7	42	52	6	21
7135	8	0	15	32	12	8	8	9	18
7138	4.5	0	11	22	10	9	5	7	16
7139	8	0	15	32	9	10	5	11	16
7141	8	0	16	15	11	11	7	14	16
7142	10	0	12	25	9	8	5	8	16
7143	5	0	14	23	10	14	4	9	13
715	7	1	15	22	9	39	24	6	17
716	10	1	14	6	33	8	8	8	19
7170	5	52	11	16	13	29	5	5	3
7173	8	0	14	14	13	7	9	12	14
7179	4	0	48	35	53	12	17	44	40
718	10	0	14	12	11	31	5	5	17
7180	8	0	13	12	15	5	8	20	10
7186	0	6	38	12	7	69	44	5	25
719	8.5	0	10	23	11	13	8	9	15
7190	10	0	7	5	12	3	4	4	9
72	9.5	0	15	20	12	10	5	11	20
7201	3	0	8	9	12	7	5	10	6
7216	0	0	9	20	4	20	11	5	9
722	9	0	12	16	10	7	6	6	20
7221	7.5	0	14	27	9	13	8	12	23
723778	3.5	0	38	3	9	72	12	5	19
723779	10	0	6	7	6	4	3	7	7
723809	10	0	26	14	10	11	4	8	15
723972	10	0	9	9	19	10	5	13	14
724024	8	0	11	9	9	10	8	14	13
724025	8	0	11	16	10	6	8	11	14
724029	10	0	66	6	12	25	92	14	18
724030	10	0	9	5	10	6	4	5	5
724068	5	0	14	23	9	7	7	13	13
724087	10	0	5	7	4	2	4	3	5
725	10	0	10	22	7	25	6	6	16
7265	1	22	39	9	13	49	103	3	9
727	9	3	14	6	15	4	8	7	8
7273	10	4	15	3	14	4	10	6	7
7276	8	0	13	15	7	7	6	10	14
727677	7.5	0	11	10	11	21	8	8	2
727708	9	0	11	13	41	8	9	35	6
727758	2.5	2	447	645	550	343	290	617	31
7278	10	0	12	15	14	9	8	17	26
727896	10	0	6	9	30	9	4	3	13
727915	3	0	18	15	12	8	9	15	9
727982	8	0	14	8	14	9	7	12	8
728	3	0	13	24	12	11	6	12	21
728024	7	1	26	5	18	22	41	7	14
728081	8	0	2	14	8	6	7	9	7
728084	2	0	8	9	7	32	5	5	9
728175	0.5	0	34	5	8	62	12	4	22
728192	8	0	12	16	12	9	9	13	22
728218	3	0	14	26	8	36	12	13	18
728224	7	0	11	35	12	7	8	13	16
728228	7	0	11	22	10	10	10	13	13
728255	8	0	12	32	10	8	7	12	12
728262	7	1	12	31	9	7	4	10	12
728276	10	0	16	12	14	18	6	7	17
728279	6	0	8	23	9	9	3	10	9
728299	7.5	0	13	18	10	2	6	14	6
728318	10	0	14	28	13	9	8	14	15
728358	7	0	15	41	21	16	14	15	18
728361	10	0	11	8	31	14	5	8	15
728393	9	0	10	42	14	36	21	43	1
728402	10	0	15	17	11	8	4	14	19
728409	7.5	0	17	25	10	37	5	13	14
728448	10	0	16	8	34	7	5	11	17
728464	5	0	17	25	13	9	7	11	12
728495	8	0	16	11	9	7	8	14	15
728537	10	2	9	10	17	10	6	6	15
728606	6	0	13	14	8	7	9	15	8
728619	10	0	21	9	12	8	10	7	20
728622	8	0	11	19	7	6	5	23	9
728640	5	1	8	11	9	5	8	11	12
728643	4	0	32	27	18	39	16	23	25
728655	4.5	0	14	15	10	9	9	9	12
728716	8.5	0	12	24	14	8	7	16	21
728743	5	13	20	10	10	29	6	8	17
728758	10	1	14	10	29	6	7	8	13
728819	6	0	9	21	11	16	6	22	18
728858	9.5	0	11	10	16	7	5	8	16
728882	5	0	17	33	20	32	8	18	33
728927	0	15	63	5	20	37	127	7	22
728963	10	2	13	7	29	13	8	7	12
728989	9	2	11	8	8	35	3	9	6
729	8	0	10	13	9	4	3	7	8
729020	8	0	15	17	11	23	7	6	12
729025	3.5	0	1	3	1	5	1	1	1
729041	8	0	21	24	17	14	9	8	24
729059	10	0	12	18	5	8	5	10	20
729080	10	0	10	18	12	7	7	13	16
729176	10	1	10	12	8	5	11	15	9
729177	8	0	14	18	9	8	7	13	16
7292	1	0	8	14	10	17	7	6	6
729220	10	1	13	10	28	9	8	7	16
729230	0	0	20	11	7	53	28	11	14
729330	8	0	15	18	18	7	9	20	15
7294	9	1	10	4	16	14	3	6	10
729420	6	0	12	19	8	16	4	4	2
729440	0	3	40	10	19	55	87	5	16
729444	7	0	4	12	4	8	2	6	6
729475	9	0	9	30	4	3	4	7	7
729522	8	0	18	27	12	11	4	17	21
7296	9.5	7	10	35	13	8	6	10	23
729603	10	3	12	10	36	8	8	8	14
729633	10	3	12	8	24	17	4	33	18
729648	10	0	12	13	10	7	9	12	18
